trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0228977	0.01704
0.0028	-0.0298	0.0729	-0.0004747295565424576	0.00028797932657906436	6.632251157578452e-05	1.18805921	60.5193367	1.10366823	0.1469515697348653	0.0216994	0.01191
-0.003	-0.0183	0.0407	-0.0006667157742618339	0.00012740903539558605	0.00010995574287564276	1.21637976	61.9619751	1.11568125	0.06930948701013565	0.0218328	0.01108
-0.0053	0.0164	0.0075	-0.0005323254218582705	-1.7453292519943296e-05	-2.094395102393195e-05	1.17305231	59.75489044	1.08030816	0.09070761871093336	0.0223097	0.0117
0.0012	0.0488	0.0184	-0.0002740166925631097	8.726646259971648e-06	9.599310885968811e-05	1.1500839	58.58488464	1.07301394	0.06987128639793479	0.0222411	0.01128
0.0017	0.0492	0.0581	-0.0007766715171374765	4.363323129985824e-05	7.504915783575618e-05	1.16910946	59.55404282	1.08877915	0.06852526803190927	0.0215839	0.00915
0.0102	0.015	0.1307	-0.001377064779823526	0.00032463124087094524	0.00015009831567151235	1.16667295	59.42992783	1.08616979	0.1631220215046446	0.0202302	0.00698
0.0088	0.0125	0.1137	-0.001553343034274953	0.000153588974175501	0.0002565634000431664	1.13165152	57.6459465	1.06154846	0.04358928027592629	0.0203426	0.00699
0.0013	0.0384	0.0587	-0.0013194689145077131	6.108652381980153e-05	0.0001832595714594046	1.18453419	60.33977509	1.09275754	0.10838401993533504	0.0214735	0.00833
0.0049	0.0539	0.0573	-0.0012164944886400475	-3.316125578789226e-05	0.0001291543646475804	1.13917553	58.02921677	1.06958169	0.033066370614359186	0.0211188	0.00816
0.0107	0.059	0.0752	-0.0011100294042683937	-1.5707963267948964e-05	0.0002740166925631097	1.11727881	56.91380692	1.06065383	0.04223903524035632	0.021246	0.00835
0.0176	0.0186	0.1482	-0.0015865042900628454	0.00034033920413889426	0.0003647738136668148	1.18512976	60.37011337	1.09774427	0.16646395871525	0.0199998	0.00618
0.0132	0.0164	0.0923	-0.0016929693744344998	9.250245035569947e-05	0.00034906585039886593	1.22189498	62.24291992	1.10834567	0.08100049007113991	0.0204594	0.00722
0.0101	0.0416	0.0619	-0.001420698011123384	-6.981317007977319e-05	0.000296705972839036	1.1321317	57.67040634	1.06658984	0.08304734306532091	0.0204977	0.00817
0.0152	0.054	0.0708	-0.0011676252695842063	-2.4434609527920616e-05	0.00034557519189487725	1.13213634	57.67064285	1.06226641	0.04376602605734358	0.020903	0.00831
0.0197	0.0183	0.1339	-0.0016336281798666925	0.0002199114857512855	0.0003822271061867582	1.15896463	59.03726959	1.08740264	0.14065004599267864	0.0202254	0.00649
0.0218	-0.0198	0.1647	-0.002253220064324679	0.00026878070480712676	0.00047123889803846896	1.15137351	58.65057755	1.07110009	0.10887364476827693	0.0192004	0.00495
0.0154	0.0084	0.0851	-0.0017523105690023068	-1.3962634015954635e-05	0.0003193952531149623	1.1560421	58.8883934	1.07191399	0.16097482395344803	0.0205925	0.00729
