trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0416114	0.00662
0.0004	-0.1453	-0.0573	7.67944870877505e-05	9.773843811168246e-05	-0.0009826203688728075	0.99284029	70.87540436	0.96097414	0.26085766470361205	0.0370483	0.0031
0.0092	-0.1945	-0.0699	-0.0016755160819145565	0.0002600540585471551	-0.0019233528356977512	0.89686507	64.02407074	0.89112174	0.21336793281313612	0.0366287	0.00272
0.025	-0.241	-0.0757	-0.003214896482173555	4.537856055185256e-05	-0.001710422666954443	0.83928293	59.91348267	0.85377917	0.16644930334988045	0.0377129	0.00255
0.0441	-0.2701	-0.081	-0.005190609195431136	-0.00017976891295541595	-0.0011833332328521555	0.80920178	57.76609421	0.84327687	0.18989748104335685	0.0387195	0.00279
-0.0027	-0.3213	-0.0578	-0.004642575810304917	-5.93411945678072e-05	-0.001837831702350029	0.86862904	62.00839615	0.88515783	0.18734797865058503	0.0397007	0.00288
-0.0298	-0.243	0.1715	-0.0036093408931242737	-0.0003787364476827695	-0.001129228026040331	1.16269279	83.00058746	1.08220522	0.4377616923302652	0.0434769	0.00476
-0.0059	-0.0498	0.2173	-0.005944591432292687	-0.00013788101090755203	-0.0002024581932313422	0.99620026	71.11526489	0.96965192	0.438043790437631	0.047349	0.00478
-0.0213	0.1317	0.2083	-0.002883283924294633	-0.00032812189937493397	0.000317649923862968	1.01558244	72.49888611	0.96491989	0.39448282567798726	0.0535569	0.00706
-0.0694	0.361	0.1847	0.001155407964820246	-0.0007993607974134029	0.0002251474735072685	1.08435333	77.40820312	0.98676999	0.5311216618754524	0.0659828	0.01263
-0.1119	0.546	0.1701	0.004468042885105484	-0.002012364627549462	-0.00022340214425527416	1.02441657	73.12952423	0.96271423	0.490809418409192	0.0740976	0.01697
-0.1319	0.5181	-0.0354	0.003178244567881674	-0.0010210176124166828	-0.001324704902263696	1.0777334	76.9356308	1.03183334	0.42252240451825057	0.0775019	0.02234
-0.3071	0.4363	-0.0931	0.002183406894244906	0.002686061718819273	-0.008829620685839314	1.31769359	94.06555176	1.2209333	0.9250416394224172	0.0729389	0.02007
-0.2535	0.3413	-0.1552	0.012473868164003473	0.0016545721308906245	-0.00846135621366851	1.33623791	95.38936615	1.2128417	0.795210766492901	0.0854273	0.02905
-0.1137	0.4112	-0.0904	0.011777481792457734	0.0006544984694978735	-0.006550220682734718	1.20463538	85.99472046	1.14759898	0.454879778193614	0.0716614	0.01803
0.0124	0.0374	-0.1242	0.008103563717009672	0.0016458454846306526	-0.004876449930072156	1.46491337	104.57505798	1.35366819	0.8506517921621702	0.0556164	0.00743
-0.0019	-0.1912	0.0036	0.0028885199120506156	0.0006440264939859076	-0.003953170755767157	1.3164283	93.97522736	1.22607815	0.72770709849544	0.0434836	0.00328
-0.0201	-0.2037	0.0061	0.002590068609959585	0.000460766922526503	-0.004557054676957195	1.1467371	81.86156464	1.10170979	0.08747973973702364	0.0382859	0.00186
-0.0285	-0.2592	0.0038	0.0024050637092481865	0.0007033676885537148	-0.004953244417159907	0.83085918	59.31214142	0.85572679	0.10738977034706612	0.0367949	0.00163
0.001	-0.2974	-0.1105	0.00788888821901437	0.0005899212871740833	-0.0044977134823893875	1.02736211	73.33979797	0.97265242	0.4846400922958166	0.0399614	0.0019
-0.0132	-0.2886	0.019	0.004323180557189954	0.0006684611035138282	-0.0038781215979314006	1.01871824	72.72274017	0.9652016	0.36569196813110727	0.0353562	0.00094
